Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
The Pianist,2002,Roman Polanski,"['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay', 'Maureen Lipman', 'Emilia Fox', 'Ed Stoppard', 'Julia Rayner', 'Jessica Kate Meyer', 'Michał Żebrowski', 'Wanja Mues', 'Richard Ridings', 'Nomi Sharron', 'Anthony Milner', 'Lucy Skeaping', 'Roddy Skeaping', 'Ben Harlan', 'Thomas Lawinky', 'Joachim Paul Assböck', 'Roy Smiles', 'Paul Bradley', 'Daniel Caltagirone', 'Andrzej Blumenfeld', 'Zbigniew Zamachowski', 'Detlev von Wangenheim', 'Popeck', 'Zofia Czerwińska', 'Udo Kroschwald', 'Uwe Rathsam', 'Joanna Brodzik', 'Katarzyna Bargiełowska', 'Maja Ostaszewska', 'John Bennett', 'Cyril Shaps', 'Wojciech Smolarz', 'Lech Mackiewicz', 'Ruth Platt', 'Peter Rappenglück', 'Ronan Vibert', 'Krzysztof Pieczyński', 'Katarzyna Figura', 'Valentine Pelka', 'Andrew Tiernan', 'Tom Strauss', 'Cezary Kosiński', 'Paweł Burczyk', 'Nina Franoszek', 'John Keogh', 'Rafał Mohr', 'Andrzej Pieczyński', 'Morgane Polanski', 'Grzegorz Artman', 'Adam Bauman', 'Andrzej Szenajch', 'Zbigniew Dziduch', 'Marian Dziędziel', 'Jerzy Góralczyk', 'Jarosław Kopaczewski', 'Patrick Lanagan', 'Dorota Liliental', 'Norbert Rakowski', 'Piotr Siejka', 'Tomasz Tyndyk', 'Andrzej Walden', 'Zbigniew Waleryś', 'Maciej Winkler', 'Tadeusz Wojtych', 'Andrzej Zieliński', 'Paweł Małaszyński', 'Axel Prahl', 'Borys Szyc', 'Rafał Dajbor', 'Adrian Hood', 'Ryszard Kluge', 'Maciej Kowalewski', 'Paweł Zdun', 'Jacek Wolszczak', 'Malgorzata Trybalska', 'Dawid Szurmiej', 'Izabella Szolc']",4.38,nan,"['Drama', 'War']",150,"['France', 'Germany', 'Poland', 'UK']",English,"['English', 'German', 'Polish', 'Russian']","The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.","['Canal+ Polska', 'Bac Films', 'Heritage Films', 'Studio Babelsberg', 'Agencja Produkcji Filmowej', 'R.P. Productions', 'StudioCanal', 'Canal+', 'TVP', 'Runteam']",1116545,152269,348597,15000,736,1104,725,4437,5349,33424,54238,209416,150654,244853,704936,https://letterboxd.com/film/the-pianist/
Terminator 2: Judgment Day,1991,James Cameron,"['Arnold Schwarzenegger', 'Linda Hamilton', 'Edward Furlong', 'Robert Patrick', 'Earl Boen', 'Joe Morton', 'S. Epatha Merkerson', 'Castulo Guerra', 'Danny Cooksey', 'Jenette Goldstein', 'Xander Berkeley', 'Leslie Hamilton Gearren', 'Ken Gibbel', 'Robert Winley', 'Pete Schrum', 'Shane Wilder', 'Michael Edwards', 'Jared Lounsbery', 'Casey Chavez', 'Ennalls Berl', 'Don Lake', 'Richard Vidan', 'Tom McDonald', 'Jim Palmer', ""Gerard 'Gus' Williams"", 'Gwenda Deacon', 'Don Stanton', 'Dan Stanton', 'Colin Patrick Lynch', 'Noel Evangelisti', 'Nikki Cox', 'Lisa Brinegar', 'DeVaughn Nixon', 'Tony Simotes', 'Diane Rodriguez', 'Dalton Abbott', 'Ron Young', 'Charles Robert Brown', 'Abdul Salaam El Razzac', 'Mike Muscat', 'Dean Norris', 'Charles A. Tamburro', 'J. Rob Jordan', 'Terrence Evans', 'Denney Pierce', 'Mark Christopher Lawrence', 'Pat Kouri', 'Van Ling', 'Martin DeLuca', 'Joel Kramer', 'Richard Ruskin', 'Scott Shaw', 'Sven-Ole Thorsen', 'Randy Walker', 'William Wisher', 'Dalton Hamilton', 'Nancy Fish', 'Mic Rodgers', 'Michael Albanese', 'Ed Arneson', 'Debra Casey', 'Anne Merrem', 'Gavin Kelly', 'Bret A. Arnold', 'Dean Blanke', 'Jim Dahl', 'Jennifer Jacono', 'Takao Komine', 'Steven Stear']",4.29,nan,"['Thriller', 'Action', 'Science Fiction']",137,"['France', 'USA']",English,"['English', 'Spanish']","Set ten years after the events of the original, James Cameron’s classic sci-fi action flick tells the story of a second attempt to get the rid of rebellion leader John Connor, this time targeting the boy himself. However, the rebellion has sent a reprogrammed terminator to protect Connor.","['Carolco Pictures', 'Pacific Western', 'Lightstorm Entertainment', 'Le Studio Canal+']",1041565,185177,324617,14000,518,1450,1068,7779,8123,47797,60460,178739,120872,192614,619420,https://letterboxd.com/film/terminator-2-judgment-day/
Life Is Beautiful,1997,Roberto Benigni,"['Roberto Benigni', 'Nicoletta Braschi', 'Giorgio Cantarini', 'Giustino Durano', 'Sergio Bini Bustric', 'Marisa Paredes', 'Horst Buchholz', 'Lidia Alfonsi', 'Giuliana Lojodice', 'Amerigo Fontani', 'Pietro De Silva', 'Francesco Guzzo', 'Raffaella Lebboroni', 'Claudio Alfonsi', 'Gil Baroni', 'Massimo Bianchi', 'Jürgen Bohn', 'Verena Buratti', 'Robert Camero', 'Ennio Consalvi', 'Giancarlo Cosentino', 'Aaron Craig', 'Alfiero Falomi', 'Daniela Fedke', 'Antonio Fommei', 'Stefano Frangipani', 'Ernst Frowein Holger', 'Alessandra Grassi', 'Hannes Hellmann', 'Wolfgang Hillinger', 'Margarita Lucia Krauss', 'Patrizia Lazzarini', 'Maria Letizia', 'Concetta Lombardo', 'Maria Rita Macellari', 'Carlotta Mangione', 'Franco Mescolini', 'Francesca Messinese', 'Inger Lise Middelthon', 'Andrea Nardi', 'Günther Pfanzelter', 'Cristiana Porchiella', 'Antonio Prester', 'Gina Rovere', 'Laura Susanne Ruedeberg', 'Massimo Salvianti', 'Richard Sammel', 'James Schindler', 'Andrea Tidona', 'Dirk K. van den Berg', 'Giovanna Villa', 'Omero Antonutti', 'Adelaide Alaïs', 'Daniela Fedtke']",4.35,nan,"['Comedy', 'Drama']",116,['Italy'],Italian,"['Italian', 'English', 'Czech', 'German']",A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,"['Mario e Vittorio Cecchi Gori - C.E.I.A.D.', 'Melampo Cinematografica']",683096,104717,213179,14000,1320,2018,1377,5195,5699,23324,32329,105263,73323,159647,409495,https://letterboxd.com/film/life-is-beautiful/
Platoon,1986,Oliver Stone,"['Charlie Sheen', 'Willem Dafoe', 'Tom Berenger', 'Kevin Dillon', 'Forest Whitaker', 'Mark Moses', 'Keith David', 'Richard Edson', 'Francesco Quinn', 'John C. McGinley', 'Johnny Depp', 'Reggie Johnson', 'David Neidorf', 'Chris Pedersen', 'Tony Todd', 'Corkey Ford', 'Corey Glover', 'Bob Orwig', 'Kevin Eshelman', 'James Terry McIlvain', 'J. Adam Glover', 'Ivan Kane', 'Paul Sanchez', 'Dale Dye', 'Peter Hicks', 'Basile Achara', 'Steve Barredo', 'Chris Castillejo', 'Andrew B. Clark', 'Bernardo Manalili', 'Than Rogers', 'Li Thi Van', 'Clarisa Ortacio', 'Romy Sevilla', 'Matthew Westfall', 'Nick Nicholson', 'Warren McLean', 'Li Mai Thao', 'Ron Barracks', 'H. Gordon Boos', ""Robert 'Rock' Galotti"", 'Oliver Stone', 'Brad Cassini', 'Mark Ebenhoch']",3.97,nan,"['War', 'Action', 'Drama']",120,"['UK', 'USA']",English,"['English', 'Vietnamese']","As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.","['Hemdale Film Corporation', 'Cinema 86', 'Cinema 84', 'Orion Pictures', 'Orion']",347990,82481,80274,1300,252,712,705,3816,5431,26002,40865,84836,31347,25352,219318,https://letterboxd.com/film/platoon/
Wall Street,1987,Oliver Stone,"['Charlie Sheen', 'Michael Douglas', 'Martin Sheen', 'Daryl Hannah', 'John C. McGinley', 'Hal Holbrook', 'Sean Young', 'Terence Stamp', 'James Spader', 'Chuck Pfeiffer', 'Lauren Tom', 'Tamara Tunie', 'Franklin Cover', 'James Karen', 'Saul Rubinek', 'Leslie Lyles', 'Faith Geer', 'Frank Adonis', 'John Capodice', 'Suzen Murakoshi', 'Dani Klein', 'François Giroday', 'Paul Guilfoyle', 'Monique van Vooren', 'Sylvia Miles', 'Annie McEnroe', 'Josh Mostel', 'Ann Talman', 'Lisa Zebro', 'Rocco Ancarola', 'Martin Sherman', 'Derek Keir', 'Andrea Thompson', 'George Blumenthal', 'George Vlachos', 'Liliane Montevecchi', 'Ronald von Klaussen', ""Michael O'Donoghue"", 'Pirie MacDonald', 'Thomas Anderson', 'Cecilia Peck', 'Jack Pruett', 'Ronald Yamamoto', 'Yanni Sfinias', 'Grant Shaud', 'Carol Schneider', 'Sean Stone', 'Astrid De Richemonte', 'Adelle Lutz', 'Christopher Burge', 'Richard Feigen', 'James Rosenquist', 'John Galateo', 'Richard Dysart', 'Marlena Bielinska', 'William G. Knight', 'Jean De Baer', 'Bruce Daniel Diker', 'Jeff Beck', 'Diego Del Vayo', 'Millie Perkins', 'Pat Skipper', 'John Deyle', 'Michael A. Raymond', 'Eugene Dumaresq', 'Lefty Lewis', 'Mike Rutigliano', 'Heather Evans', 'Ken Lipper', 'Donnie Kehr', 'Elise Richmond', 'David Logan', 'Paul Kawecki', 'Dickson Shaw', 'Patrick Weathers', 'Jill Dalton', 'Allan Salkin', 'Oliver Stone', 'Michael C. Mahon', 'Jeff Rector', 'Pamela Riley', 'Jon Wool', 'James Bulleit', 'Alexandra Neil', 'Sam Ingraffia', 'Anna Thomson', 'Byron Utley', 'J. Adam Glover', 'David Hummel', 'Erville Light', 'Kevin Michael Moran', 'Chris Nelson Norris', 'Bill Phillips', 'Helen Proimos', 'Ron Turek', 'Eric Kramer']",3.59,nan,"['Crime', 'Drama']",126,['USA'],English,['English'],"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider whom takes the youth under his wing.",['20th Century Fox'],131727,26488,20266,237,107,378,421,2619,4504,18171,22224,21123,3916,3406,76869,https://letterboxd.com/film/wall-street/
Born on the Fourth of July,1989,Oliver Stone,"['Tom Cruise', 'Raymond J. Barry', 'Caroline Kava', 'Holly Marie Combs', 'Kyra Sedgwick', 'Tom Berenger', 'Rob Camilletti', 'Stephen Baldwin', 'Mark Moses', 'Vivica A. Fox', 'Lili Taylor', 'Jerry Levine', 'Frank Whaley', 'Willem Dafoe', 'Josh Evans', 'Bob Gunton', 'Cordelia González', 'Tony Frank', 'Jayne Haynes', 'Anne Bobby', 'Richard Panebianco', 'Tom Sizemore', 'Michael Wincott', 'Mike Starr', 'Ed Lauter', 'Daniel Baldwin', 'Brian Tarantina', 'Dale Dye', 'Norma Moore', 'Stacey Moseley', 'Oliver Stone', 'Sean Stone', 'Jenna von Oy', 'Ellen Pasternack', 'Joy Zapata', 'John Getz', 'David Warshofsky', 'Jason Gedrick', 'Bill Allen', 'William Baldwin', 'Claude Brooks', 'James Le Gros', 'William Mapother', 'Byron Minns', 'Markus Flanagan', 'R. D. Call', 'Corkey Ford', 'Rocky Carroll', 'Chris Pedersen', 'David Herman', 'Bruce MacVittie', 'Damien Leake', 'David Neidorf', 'Paul Sanchez', 'Billie Neal', 'Richard Poe', 'Jake Weber', 'Reg E. Cathey', 'Edie Brickell', 'Joseph P. Reidy', 'Beau Starr', 'Rick Masters', 'John Del Regno', 'Melinda Renna', 'Andrew Lauer', 'Ivan Kane', 'J.R. Nutt', 'Begonya Plaza', 'Edith Diaz', 'Anthony Pena', 'Peter Crombie', 'Ken Osborne', 'Alan Toy', 'Chuck Pfeiffer', 'William Wallace', 'Eagle-Eye Cherry', 'Frank Cavestani', 'John William Galt', 'Jack McGee', 'Jodi Long', 'Michelle Hurst', 'John C. McGinley', 'Wayne Knight', 'Elizabeth Hoffman', 'Lucinda Jenney', 'Annie McEnroe', 'Réal Andrews', 'Theresa Bell', 'Dean Denton', 'Ron Kovic', 'Delia Sheppard', 'Nick Nicholson', 'Henry Strzalkowski', 'Norman D. Wilson', 'Frank Girardeau', 'Donald Wilson', 'Craig T. Nelson', 'Jessica Prunell', 'Michael Guess', 'Ben Wright', 'Gale Mayron', 'Bryan Larkin', 'Seth Allen', 'Erika Geminder', 'Samantha Larkin', 'Lori Randolph']",3.7,nan,"['War', 'Drama']",145,['USA'],English,"['English', 'Spanish']","Paralyzed in the Vietnam war, Ron Kovic becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for.","['Universal Pictures', 'Ixtlan']",97094,27026,17305,66,135,341,437,1922,2813,10979,14496,18507,5599,3830,59059,https://letterboxd.com/film/born-on-the-fourth-of-july/
Natural Born Killers,1994,Oliver Stone,"['Woody Harrelson', 'Juliette Lewis', 'Robert Downey Jr.', 'Tommy Lee Jones', 'Tom Sizemore', 'Rodney Dangerfield', 'Edie McClurg', 'Jared Harris', 'Russell Means', 'Maria Pitillo', 'Sean Stone', 'Everett Quinton', 'O-Lan Jones', 'Pruitt Taylor Vince', 'Steven Wright', 'Lanny Flaherty', 'Richard Lineback', 'Kirk Baltz', 'Ed White', 'Terrylene', 'Josh Richman', 'Melinda Renna', 'Dale Dye', 'Edward Conna', 'Evan Handler', 'Matthew Faber', 'Jamie Harrold', 'Saemi Nakamura', 'Keiko Seiko', 'Salvator Xuereb', 'Natalie Karp', 'Emmanuel Xuereb', 'Balthazar Getty', 'Phil Neilson', 'Red West', 'Jeremiah Bitsui', 'Lorraine Farris', 'Glen Chin', 'Peter Crombie', 'John M. Watson Sr.', 'Joe Grifasi', 'Douglas Crosby', 'Carl Ciarfalio', 'Marshall Bell', 'Jim Carrane', 'Robert Swan', 'Louis Lombardi', 'Paul Dillon', 'David Pasquesi', 'James Gammon', 'Arliss Howard', 'Mark Harmon', 'Cory Everson', 'Corinna Laszlo']",3.62,nan,"['Thriller', 'Drama', 'Crime']",118,['USA'],English,"['English', 'Navajo, Navaho', 'Japanese']",Two victims of traumatized childhoods become lovers and serial murderers irresponsibly glorified by the mass media.,"['J D Productions', 'Regency Enterprises', 'Alcor Films', 'Ixtlan', 'New Regency Pictures', 'Warner Bros. Pictures']",340119,64806,83952,4100,1746,3613,3234,11039,12233,36434,41853,56422,18743,25525,210842,https://letterboxd.com/film/natural-born-killers/
Any Given Sunday,1999,Oliver Stone,"['Al Pacino', 'Cameron Diaz', 'Dennis Quaid', 'James Woods', 'Jamie Foxx', 'LL Cool J', 'Matthew Modine', 'Jim Brown', 'Lawrence Taylor', 'Bill Bellamy', 'Andrew Bryniarski', 'Lela Rochon', 'Lauren Holly', 'Ann-Margret', 'Aaron Eckhart', 'Elizabeth Berkley', 'Charlton Heston', 'John C. McGinley', 'James Karen', 'Gianni Russo', 'Duane Martin', 'Clifton Davis', 'John Daniel', 'Terrell Owens', 'Irving Fryar', 'Joe Schmidt', 'Ricky Watters', ""Patrick O'Hara"", 'Jerry A. Sharp', 'Martin Wright', 'Mazio Royster', 'Todd Smith', 'Jamie Williams', 'Craig Thomson', 'Greg Orvis', 'Rick Johnson', 'Bjorn Nittmo', 'Matt Martinez', 'Pete Ohnegian', 'John Clark', ""Brian E. O'Neal"", 'Steve Raulerson', 'Oliver Stone', 'Phil Latzman', 'Barry Switzer', 'Mark Robert Ellis', 'Anthony L. Tanzi', 'Joseph A. Wilson', 'Margaret Betts', 'Antares Davis', 'Liz Petterson', 'Lester Speight', 'Daniel Marino', 'Alexandra L. Hellman', 'Hunter White', 'Kirsten Krueger', 'Joanna Theobalds', 'Tonya Oliver', 'Amy Dorris', 'Mary Fanaro', 'Sarah Penman', 'Kathy Alzado Murray', 'Sacha Voski', 'Nikki Novak', 'Michelle Bernard', 'Lisa Ann Phillips', 'Catherine Stone', 'Carin Abnathy', 'Micah West', 'Christy Tummond', 'Eva Tamargo', 'Debbie Howard', 'Tucker Brown', 'Bob St. Clair', 'Y.A. Tittle', 'Pat Toomay', 'Dick Butkus', 'Warren Moon', 'Johnny Unitas', 'Bruce C. Hardy', 'Robert L. Goff', 'Joseph Unitas', 'J.V. Goodman', 'Skip McClendon', 'Derrick Lassic', 'Fred Lester', 'Eric Miller', 'Todd Eric Yeaman', 'Clyde Sherman', 'Connell Spain', 'Otis Mounds', 'Matt Storm', 'Michael Osuna', 'Connell Maynor', 'Marty Hochertz', 'Robert Gordon', 'Barry Wagner', 'Richard McKenzie', 'Sean Hamlet', 'Robert Grogan', 'Nyle Wiren', 'Michael Groh III', 'Len Johnson', 'Basil Proctor', 'Mathew Keneley', 'Kevin Reid', 'Tony Egues', 'Marc Claus', 'Michelle A. Porachan', 'Tyler Cravens', 'James A. Bachand', 'Jason Rubenstein', 'Art Young', 'William Hanlon', 'Allan Graf', 'Joseph W. Underwood', 'Timothy F. Crowley', 'Moet Meira', 'Dawn Crawford', 'Rhonda Adams', 'Gwendolyn Osborne-Smith', 'Glynnis Lawson', 'Celia Evans', 'Jessie Alexander', 'Nichole Galicia', 'Melissa Jayne', '""Jaman"" Janet Manns', 'Sarah Bredell', 'Andrea Horka', 'Michelle Beisner', 'Hermine Kraljevic', 'Cleo Bayla', 'Mercy Lopez', 'Luna Abdi Mohamed', 'Maria E. Heredia', 'Olivia Fullerton', 'Jeannie Garcia', 'Biba Mbayi', 'Delia Sheppard', 'Jaime Bergman', 'Donna Preudhomme', 'Jack G. Spirtos', 'Mauricio de la Vida', 'Sean Stone', 'Michael Stone', 'Tara Stone', 'Frank J. Adler', 'Doug Cowden', 'Antoni Corone', 'Drew Rosenhaus', 'Hunter Reno', 'Dorothy J. Morrison', 'Vincent DiFatta', 'Jim Gasser', 'Allen Reidel', 'Luciano Armellino', 'Myriam Davoisne-Bruni', 'Rosa Iveth Cortez', 'Melinda Renna', 'Doris Condom', 'Dita de Leon']",3.39,nan,['Drama'],163,['USA'],English,['English'],A star quarterback gets knocked out of the game and an unknown third stringer is called in to replace him. The unknown gives a stunning performance and forces the ageing coach to reevaluate his game plans and life. A new co-owner/president adds to the pressure of winning. The new owner must prove herself in a male dominated world.,"[""The Donners' Company"", 'Ixtlan', 'Warner Bros. Pictures']",69104,13964,11008,105,170,558,715,2803,4171,11221,10454,8747,1976,1570,42385,https://letterboxd.com/film/any-given-sunday/
JFK,1991,Oliver Stone,"['Kevin Costner', 'Tommy Lee Jones', 'Gary Oldman', 'Kevin Bacon', 'Michael Rooker', 'Jack Lemmon', 'Laurie Metcalf', 'Sissy Spacek', 'Joe Pesci', 'John Candy', 'Pruitt Taylor Vince', 'Jay O. Sanders', 'Walter Matthau', 'Sally Kirkland', 'Donald Sutherland', 'Ed Asner', 'Brian Doyle-Murray', 'Ray LePere', ""Vincent D'Onofrio"", 'Tom Howard', 'Lolita Davidovich', 'Jim Garrison', 'Wayne Knight', 'Gary Grubbs', 'Beata Pozniak', 'Tony Plana', 'John William Galt', 'Ron Jackson', 'Sean Stone', 'John S. Davies', 'Tomas Milian', 'Raul Aranas', 'Gail Cronauer', 'Gary Carter', 'James N. Harrell', 'Ellen McElduff', 'Jo Anderson', 'Marco Perella', 'Edwin Neal', 'Darryl Cox', 'T.J. Kennedy', 'J.J. Johnston', 'R. Bruce Elliott', 'William Larsen', 'Wayne Tippit', 'Dale Dye', 'Jerry Douglas', 'Ryan MacDonald', 'Duane Grey', 'George R. Robertson', 'Baxter Harris', 'John Seitz', 'Alex Rodine', 'Sam Stoneburner', 'Bob Gunton', 'John Finnegan', 'Walter Breaux', 'Melodee Bowman', 'Peter Maloney', 'Richard Rutowski', 'Bill Bolender', 'Price Carson', 'Gil Glasgow', 'Bob Orwig', 'Hugh Feagin', 'George Kelly', 'Victor Kempster', 'John Larroquette', 'Maria Mason', 'Ron Rifkin', 'Frank Whaley', 'Kevin Beard', 'Jeffrey Bornstein', 'Marie Del Marco', 'Alan Donnes', 'Orlando Gallegos', 'Robert J. Groden', 'Chuck Kelley', 'Codie Scott', 'Martin Sheen', 'John F. Kennedy', 'Anthony Ramirez', 'Stanley White', 'Fidel Castro', 'Jacqueline Kennedy', 'John Connally', 'Richmond Hoxie', 'Allison Pratt Davis', 'Scott Krueger', 'Ngô Đình Diệm', 'Agnes Aurelio', 'Gary Taggart', 'E.J. Morris', 'Cheryl Penland', 'Jim Gough', 'Perry R. Russo', 'Mike Longman', 'Ann Strub', 'Pat Perkins', 'Amy Long', 'Red Mitchell', 'Ronald von Klaussen', 'Michael Ozag', 'John C. Martin', 'Henri Alciatore', 'Willem Oltmans', 'Roxie M. Frnka', 'Zeke Mills', 'Ray Redd', 'Sally Nystuen Vahle', 'Spain Logue', 'Carolina McCullough', 'Barry Chambers', 'Linda Flores Wade', 'Alec Gifford', 'Eric A. Vicini', 'Michael Gurievsky', 'Caroline Crosthwaite-Eyre', 'Helen Miller', 'Harold G. Herthum', 'Norman Davis', 'Errol McLendon', 'Bruce Gelb', 'Nathan Scott', 'Jorge Fernández', 'Doug Jackson', 'Murray Stokes', 'Odin K. Langford', 'John St. Paul', 'Lori Randolph', 'Roy Barnitt', 'Alvin Spicuzza', 'Carolyn T. Wright', 'Henry Tull III', 'Michael Skipper', 'I.D. Brickman', 'Joseph Nadell', 'Chris Robinson', 'Chris Renna', 'Johnny Brink', 'David Benn', 'Dalton Dearborn', 'Merlyn Sexton', 'Steve F. Price Jr.', 'Tom Bullock', ""Ruary O'Connell"", 'Christopher Kosiciuk', 'John Reneau', 'Larry Melton', 'Carol Farabee', 'Willie Minor', 'Ted Pennebaker', 'Bill Pickle', 'Mykel Chaves', 'Loys T. Bergeron', 'Kristina Hare']",4.04,nan,"['Drama', 'History', 'Thriller']",188,"['France', 'USA']",English,"['English', 'Spanish']",Follows the investigation into the assassination of President John F. Kennedy led by New Orleans district attorney Jim Garrison.,"['Warner Bros. Pictures', 'Regency Enterprises', 'Alcor Films', 'Ixtlan Productions', 'Le Studio Canal+']",158716,50914,38642,922,201,512,515,2270,2960,11868,15972,33151,17025,16836,101310,https://letterboxd.com/film/jfk/
Whisper of the Heart,1995,Yoshifumi Kondo,"['Yoko Honna', 'Issey Takahashi', 'Takashi Tachibana', 'Shigeru Muroi', 'Minami Takayama', 'Mayumi Izuka', 'Yorie Yamashita', 'Keiju Kobayashi', 'Naohisa Inoue', 'Shigeru Tsuyuguchi', 'Toshio Suzuki', 'Maiko Kayama', 'Yoshimi Nakajima', 'Mai Chiba', 'Satoru Takahashi', 'Akiko Sakaguchi', 'Hiromi Yasuda', 'Tatsuya Okada', 'Yoshihiro Imai', 'Suguru Egawa', 'Shiro Kishibe', 'Mitsuaki Ogawa']",4.16,nan,"['Drama', 'Animation', 'Family']",111,['Japan'],Japanese,['Japanese'],"Shizuku lives a simple life, dominated by her love for stories and writing. One day she notices that all the library books she has have been previously checked out by the same person: 'Seiji Amasawa'.","['Studio Ghibli', 'Nippon Television Network Corporation', 'Tokuma Shoten', 'Hakuhodo']",398779,101922,155003,14000,171,484,488,2643,4483,22835,34210,78423,40561,84189,268487,https://letterboxd.com/film/whisper-of-the-heart/
